state,domain,reporting_program,measure_name,measure_abbreviation,measure_description,ffy,population,methodology,state_rate,number_of_states_reporting,median,25th_percentile,75th_percentile,notes,source,location,expansion_status
West Virginia,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2014,Medicaid & Dual Eligibles,Administrative,29.9,31,52.5,46.2,59.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(38.468, -80.9696)",2
Texas,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening,CCS-AD,Percentage Screened for Cervical Cancer: 21-64,2014,Medicaid,Administrative,50.0,33,57.7,50.9,66.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(31.106, -97.6475)",4
Georgia,Behavioral Health and Substance Use Disorders,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64,2014,Medicaid,Administrative,57.9,30,57.3,45.0,71.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(32.9866, -83.6487)",4
New Mexico,Maternal and Perinatal Health,Adult Core Set,Postpartum Care Rate,PPC-AD,Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery,2014,Medicaid & CHIP,Administrative,29.5,34,58.2,42.5,63.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(34.8375, -106.2371)",2
Tennessee,Behavioral Health and Substance Use Disorders,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64,2014,Medicaid & Dual Eligibles,Administrative,71.9,30,57.3,45.0,71.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(35.7449, -86.7489)",4
Rhode Island,Primary Care Access and Preventive Care,Adult Core Set,Adult Body Mass Index Assessment,ABA-AD,Percentage with a BMI Percentile Documented: 18-64,2014,Medicaid & CHIP,Hybrid,82.7,26,69.3,7.7,81.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(41.6772, -71.5101)",2
Connecticut,Behavioral Health and Substance Use Disorders,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 7 Days: 21-64,2014,Medicaid,Administrative,38.2,30,37.0,25.5,54.7,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(41.5834, -72.7622)",1
Georgia,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications,MPM-AD,Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64,2014,Medicaid,Administrative,87.1,27,84.9,82.0,87.1,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(32.9866, -83.6487)",4
Connecticut,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications,MPM-AD,Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64,2014,Medicaid & CHIP,Administrative,85.6,27,84.9,82.0,87.1,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(41.5834, -72.7622)",1
Oklahoma,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women ,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: 21-24,2014,Medicaid & CHIP & Dual Eligibles,Administrative,59.1,32,59.3,53.5,65.0,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(35.5376, -96.9247)",4
Georgia,Maternal and Perinatal Health,Adult Core Set,Postpartum Care Rate,PPC-AD,Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery,2014,Medicaid,Hybrid,37.4,34,58.2,42.5,63.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(32.9866, -83.6487)",4
Texas,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: LDL-C Screening,LDL-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a LDL-C Screening Test: 18-64.,2014,Medicaid,Hybrid,78.4,34,67.6,64.2,75.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(31.106, -97.6475)",4
Kentucky,Behavioral Health and Substance Use Disorders,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 6 Months: 18-64,2014,Medicaid & Dual Eligibles,Administrative,38.7,31,31.2,24.9,36.7,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(37.669, -84.6514)",2
New Hampshire,Behavioral Health and Substance Use Disorders,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 12 Weeks: 18-64,2014,Medicaid,Administrative,54.9,31,47.2,41.0,53.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(43.4108, -71.5653)",3
Texas,Primary Care Access and Preventive Care,Adult Core Set,Adult Body Mass Index Assessment,ABA-AD,Percentage with a BMI Percentile Documented: 18-64,2014,Medicaid,Hybrid,73.9,26,69.3,7.7,81.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(31.106, -97.6475)",4
Connecticut,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64,2014,Medicaid & CHIP,Administrative,79.7,34,79.5,74.6,82.4,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(41.5834, -72.7622)",1
Mississippi,Behavioral Health and Substance Use Disorders,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 12 Weeks: 18-64,2014,Medicaid,Administrative,43.1,31,47.2,41.0,53.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(32.7673, -89.6812)",4
Montana,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: LDL-C Screening,LDL-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a LDL-C Screening Test: 18-64.,2014,Medicaid,Administrative,53.4,34,67.6,64.2,75.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(46.9048, -110.3261)",3
West Virginia,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening,CCS-AD,Percentage Screened for Cervical Cancer: 21-64,2014,Medicaid,Hybrid,58.5,33,57.7,50.9,66.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(38.468, -80.9696)",2
Michigan,Behavioral Health and Substance Use Disorders,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 6 Months: 18-64,2014,Medicaid,Administrative,28.6,31,31.2,24.9,36.7,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(43.3504, -84.5603)",3
Arkansas,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women ,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: 21-24,2014,Medicaid,Administrative,53.0,32,59.3,53.5,65.0,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(34.9513, -92.3809)",2
Louisiana,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening,CCS-AD,Percentage Screened for Cervical Cancer: 21-64,2014,Medicaid & CHIP,Administrative,56.9,33,57.7,50.9,66.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(31.1801, -91.8749)",3
Connecticut,Primary Care Access and Preventive Care,Adult Core Set,Adult Body Mass Index Assessment,ABA-AD,Percentage with a BMI Percentile Documented: 18-64,2014,Medicaid & CHIP,Hybrid,67.2,26,69.3,7.7,81.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(41.5834, -72.7622)",1
Connecticut,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women ,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: 21-24,2014,Medicaid,Administrative,70.5,32,59.3,53.5,65.0,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(41.5834, -72.7622)",1
Michigan,Maternal and Perinatal Health,Adult Core Set,Postpartum Care Rate,PPC-AD,Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery,2014,Medicaid & CHIP,Administrative,43.5,34,58.2,42.5,63.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(43.3504, -84.5603)",3
New Hampshire,Behavioral Health and Substance Use Disorders,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64,2014,Medicaid,Administrative,66.3,30,57.3,45.0,71.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(43.4108, -71.5653)",3
Arkansas,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications,MPM-AD,Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64,2014,Medicaid,Administrative,79.7,27,84.9,82.0,87.1,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(34.9513, -92.3809)",2
Montana,Behavioral Health and Substance Use Disorders,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64,2014,Medicaid,Administrative,73.9,30,57.3,45.0,71.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(46.9048, -110.3261)",3
West Virginia,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women ,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: 21-24,2014,Medicaid & Dual Eligibles,Administrative,52.0,32,59.3,53.5,65.0,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(38.468, -80.9696)",2
Pennsylvania,Maternal and Perinatal Health,Adult Core Set,Postpartum Care Rate,PPC-AD,Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery,2014,Medicaid,Hybrid,63.9,34,58.2,42.5,63.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(40.5773, -77.264)",3
Massachusetts,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64,2014,Medicaid,Hybrid,89.6,34,79.5,74.6,82.4,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(42.2373, -71.5314)",2
Washington,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications,MPM-AD,Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64,2014,Medicaid & CHIP,Administrative,81.4,27,84.9,82.0,87.1,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(47.3917, -121.5708)",1
Missouri,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening,CCS-AD,Percentage Screened for Cervical Cancer: 21-64,2014,Medicaid & CHIP,Administrative,57.1,33,57.7,50.9,66.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(38.4623, -92.302)",4
Oklahoma,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64,2014,Medicaid & CHIP & Dual Eligibles,Administrative,71.1,34,79.5,74.6,82.4,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(35.5376, -96.9247)",4
Delaware,Behavioral Health and Substance Use Disorders,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64,2014,Medicaid,Administrative,57.2,30,57.3,45.0,71.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(39.3498, -75.5148)",2
Minnesota,Primary Care Access and Preventive Care,Adult Core Set,Adult Body Mass Index Assessment,ABA-AD,Percentage with a BMI Percentile Documented: 18-64,2014,Medicaid & Dual Eligibles,Hybrid,88.3,26,69.3,7.7,81.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(45.7326, -93.9196)",1
Indiana,Behavioral Health and Substance Use Disorders,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 12 Weeks: 18-64,2014,Medicaid,Administrative,47.2,31,47.2,41.0,53.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(39.8647, -86.2604)",3
Alabama,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64,2014,Medicaid,Administrative,72.1,34,79.5,74.6,82.4,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(32.799, -86.8073)",4
Hawaii,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications,MPM-AD,Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64,2014,Medicaid & CHIP & Dual Eligibles,Administrative,89.0,27,84.9,82.0,87.1,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(21.1098, -157.5311)",2
Kentucky,Maternal and Perinatal Health,Adult Core Set,Postpartum Care Rate,PPC-AD,Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery,2014,Medicaid & Dual Eligibles,Hybrid,57.9,34,58.2,42.5,63.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(37.669, -84.6514)",2
Tennessee,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening,CCS-AD,Percentage Screened for Cervical Cancer: 21-64,2014,Medicaid & Dual Eligibles,Hybrid,66.3,33,57.7,50.9,66.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(35.7449, -86.7489)",4
Vermont,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64,2014,Medicaid & CHIP & Dual Eligibles,Hybrid,86.9,34,79.5,74.6,82.4,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(44.0407, -72.7093)",2
Massachusetts,Behavioral Health and Substance Use Disorders,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 12 Weeks: 18-64,2014,Medicaid,Administrative,44.5,31,47.2,41.0,53.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(42.2373, -71.5314)",2
Montana,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women ,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: 21-24,2014,Medicaid,Administrative,49.2,32,59.3,53.5,65.0,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(46.9048, -110.3261)",3
Montana,Maternal and Perinatal Health,Adult Core Set,Postpartum Care Rate,PPC-AD,Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery,2014,Medicaid,Administrative,78.7,34,58.2,42.5,63.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(46.9048, -110.3261)",3
Alabama,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women ,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: 21-24,2014,Medicaid,Administrative,40.2,32,59.3,53.5,65.0,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(32.799, -86.8073)",4
New York,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2014,Medicaid,Administrative,68.8,31,52.5,46.2,59.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(42.1497, -74.9384)",2
Colorado,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2014,Medicaid & Dual Eligibles,Administrative,31.2,31,52.5,46.2,59.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(39.0646, -105.3272)",2
Pennsylvania,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2014,Medicaid,Administrative,63.7,31,52.5,46.2,59.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(40.5773, -77.264)",3
Delaware,Behavioral Health and Substance Use Disorders,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 7 Days: 21-64,2014,Medicaid,Administrative,36.0,30,37.0,25.5,54.7,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(39.3498, -75.5148)",2
Alabama,Maternal and Perinatal Health,Adult Core Set,Postpartum Care Rate,PPC-AD,Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery,2014,Medicaid,Administrative,90.0,34,58.2,42.5,63.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(32.799, -86.8073)",4
Delaware,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64,2014,Medicaid,Administrative & Hybrid,80.7,34,79.5,74.6,82.4,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(39.3498, -75.5148)",2
Louisiana,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64,2014,Medicaid & CHIP,Administrative,71.6,34,79.5,74.6,82.4,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(31.1801, -91.8749)",3
Indiana,Primary Care Access and Preventive Care,Adult Core Set,Adult Body Mass Index Assessment,ABA-AD,Percentage with a BMI Percentile Documented: 18-64,2014,Medicaid,Administrative,7.7,26,69.3,7.7,81.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(39.8647, -86.2604)",3
Ohio,Behavioral Health and Substance Use Disorders,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64,2014,Medicaid & CHIP,Administrative,74.8,30,57.3,45.0,71.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(40.3736, -82.7755)",2
West Virginia,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64,2014,Medicaid,Hybrid,76.3,34,79.5,74.6,82.4,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(38.468, -80.9696)",2
Pennsylvania,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: LDL-C Screening,LDL-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a LDL-C Screening Test: 18-64.,2014,Medicaid,Hybrid,79.1,34,67.6,64.2,75.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(40.5773, -77.264)",3
Washington,Behavioral Health and Substance Use Disorders,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64,2014,Medicaid & CHIP,Administrative,68.3,30,57.3,45.0,71.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(47.3917, -121.5708)",1
Michigan,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2014,Medicaid,Administrative,61.2,31,52.5,46.2,59.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(43.3504, -84.5603)",3
Ohio,Behavioral Health and Substance Use Disorders,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 12 Weeks: 18-64,2014,Medicaid & CHIP,Administrative,52.6,31,47.2,41.0,53.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(40.3736, -82.7755)",2
Tennessee,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women ,CHL-AD,Percentage of Sexually Active Women Screened for Chlamydia: 21-24,2014,Medicaid & Dual Eligibles,Administrative,62.6,32,59.3,53.5,65.0,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(35.7449, -86.7489)",4
Minnesota,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening,CCS-AD,Percentage Screened for Cervical Cancer: 21-64,2014,Medicaid,Administrative,61.7,33,57.7,50.9,66.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(45.7326, -93.9196)",1
Rhode Island,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64,2014,Medicaid & CHIP,Administrative,79.8,34,79.5,74.6,82.4,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(41.6772, -71.5101)",2
Michigan,Primary Care Access and Preventive Care,Adult Core Set,Adult Body Mass Index Assessment,ABA-AD,Percentage with a BMI Percentile Documented: 18-64,2014,Medicaid,Administrative,19.4,26,69.3,7.7,81.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(43.3504, -84.5603)",3
Iowa,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: LDL-C Screening,LDL-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a LDL-C Screening Test: 18-64.,2014,Medicaid,Administrative,62.6,34,67.6,64.2,75.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(42.0046, -93.214)",2
Colorado,Primary Care Access and Preventive Care,Adult Core Set,Adult Body Mass Index Assessment,ABA-AD,Percentage with a BMI Percentile Documented: 18-64,2014,Medicaid & Dual Eligibles,Hybrid,71.3,26,69.3,7.7,81.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(39.0646, -105.3272)",2
Pennsylvania,Behavioral Health and Substance Use Disorders,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 6 Months: 18-64,2014,Medicaid,Administrative,34.3,31,31.2,24.9,36.7,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(40.5773, -77.264)",3
Georgia,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2014,Medicaid,Administrative,32.9,31,52.5,46.2,59.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(32.9866, -83.6487)",4
Missouri,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: Hemoglobin A1c Testing,HA1C-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a Hemoglobin A1c (HbA1c) Test: 18-64,2014,Medicaid & CHIP,Administrative,75.9,34,79.5,74.6,82.4,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(38.4623, -92.302)",4
Arkansas,Behavioral Health and Substance Use Disorders,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 7 Days: 21-64,2014,Medicaid,Administrative,33.6,30,37.0,25.5,54.7,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(34.9513, -92.3809)",2
Rhode Island,Behavioral Health and Substance Use Disorders,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 30 Days: 21-64,2014,Medicaid & CHIP,Administrative,82.0,30,57.3,45.0,71.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(41.6772, -71.5101)",2
New Hampshire,Maternal and Perinatal Health,Adult Core Set,Postpartum Care Rate,PPC-AD,Percentage of Deliveries of Live Births with a Postpartum Visit on or Between 21 to 56 Days After Delivery,2014,Medicaid,Hybrid,63.4,34,58.2,42.5,63.9,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(43.4108, -71.5653)",3
Georgia,Care of Acute and Chronic Conditions,Adult Core Set,Comprehensive Diabetes Care: LDL-C Screening,LDL-AD,Percentage with Diabetes (Type 1 or Type 2) Who Had a LDL-C Screening Test: 18-64.,2014,Medicaid,Hybrid,61.1,34,67.6,64.2,75.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(32.9866, -83.6487)",4
Georgia,Behavioral Health and Substance Use Disorders,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 12 Weeks: 18-64,2014,Medicaid,Administrative,52.9,31,47.2,41.0,53.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(32.9866, -83.6487)",4
Texas,Behavioral Health and Substance Use Disorders,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 12 Weeks: 18-64,2014,Medicaid,Administrative,44.9,31,47.2,41.0,53.6,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(31.106, -97.6475)",4
Montana,Behavioral Health and Substance Use Disorders,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 6 Months: 18-64,2014,Medicaid,Administrative,23.8,31,31.2,24.9,36.7,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(46.9048, -110.3261)",3
Iowa,Care of Acute and Chronic Conditions,Adult Core Set,Annual Monitoring for Patients on Persistent Medications,MPM-AD,Percentage Who Received At Least 180 Treatment Days of Ambulatory Medication Therapy and Annual Monitoring: 18-64,2014,Medicaid,Administrative,84.4,27,84.9,82.0,87.1,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(42.0046, -93.214)",2
Louisiana,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening,BCS-AD,Percentage of Women Receiving Mammogram: 50-64,2014,Medicaid & CHIP,Administrative,50.9,31,52.5,46.2,59.2,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(31.1801, -91.8749)",3
New York,Behavioral Health and Substance Use Disorders,Adult Core Set,Follow-Up After Hospitalization for Mental Illness,FUH-AD,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit within 7 Days: 21-64,2014,Medicaid,Administrative,35.2,30,37.0,25.5,54.7,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(42.1497, -74.9384)",2
Indiana,Behavioral Health and Substance Use Disorders,Adult Core Set,Antidepressant Medication Management,AMM-AD,Percentage Treated with Antidepressant Medication for 6 Months: 18-64,2014,Medicaid,Administrative,27.0,31,31.2,24.9,36.7,,Mathematica analysis of MACPro reports for the FFY 2014 reporting cycle.,"(39.8647, -86.2604)",3
